C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
48186,Customer#000048186,"uDRQH,RXtNl",0,10-212-919-2237,2830.40,MACHINERY,"s near the regular, bold requests cajole fluffily outsi"
34309,Customer#000034309,"fDbr,ZUNaWAWiZfJbotLRUFUN3UWM69aZBzX3mdf",0,10-206-864-6173,6716.09,FURNITURE,ccounts. blithely pending deposit
33724,Customer#000033724,8CyHIl0gQbNv4ZcvnNe0M7McGUBGS,0,10-351-808-2162,3462.85,FURNITURE,"sits. special, regular theodolites wake blithely into the blithely express instructions. permanen"
39854,Customer#000039854,V2RNPnRPekf,0,10-639-634-3099,9051.31,MACHINERY,aggle among the theodolites. carefully even acco
38217,Customer#000038217,"Br4PsGcCSII7JmCS7DE,PWCCcZC8DUJY",0,10-898-625-7344,-446.46,AUTOMOBILE,beans. blithely pending deposits sleep quickly regular packages. instructions cajole acco
28803,Customer#000028803,"phgk,yS4Yv",0,10-313-933-3244,7759.80,AUTOMOBILE,e bold packages. carefully final requests after the unusual deposits
46092,Customer#000046092,vMwypHMvcRq2KHbgbt,0,10-665-963-2563,7773.46,FURNITURE,"ke-- pending, slow instructions sleep blithely according to the furiously express deposits. deposits hag"
43523,Customer#000043523,6NY3PSEGlY4AY,0,10-962-696-7360,1045.79,MACHINERY,deas wake quickly across the furiously
26699,Customer#000026699,RfHbN hPgs,0,10-356-640-3678,8700.33,MACHINERY,ic requests integrate along the slyly regular ideas. express deposits sleep slyly acros
29145,Customer#000029145,wqCpQtLtYpE1uhspE,0,10-539-100-1443,-145.60,AUTOMOBILE,"e quickly final dependencies. instructions affix after the even dependencies. blithe, unusual brai"
32928,Customer#000032928,LEKxWNKVDqxz,0,10-361-343-8170,555.84,BUILDING,"ar, express dolphins-- evenly final ideas hinder carefully. stealthily"
38418,Customer#000038418,WGchSLYvq5Lcd0NzPeak6R5VasMXktDAnzDiWo7,0,10-130-849-3504,3363.49,FURNITURE,"unts cajole alongside of the packages. quiet, ruthless instructions after the furiously"
38459,Customer#000038459,ShqyP0G7zTJYHOe7m2AGouWabg4 8zf7lStPFr9,0,10-413-879-5759,5433.58,MACHINERY,packages. blithely special foxes about the final accounts sublate about the slyly regular ideas. instruction
45232,Customer#000045232,LiwubccoNSuiDJedv8mSTUSel56XVPlPvWxPQ,0,10-815-830-9088,3180.44,HOUSEHOLD,s. furiously bold pinto beans are furiously ironic ideas. fluffily even
46808,Customer#000046808,O6wBfvklU7OAPdxDMJIPW Cml,0,10-297-688-1328,3670.53,AUTOMOBILE,dolphins cajole furiously regular dugouts. quickly regular courts sleep blithely
27833,Customer#000027833,1kb218eMDy,0,10-897-516-5273,8114.26,FURNITURE,the quickly ironic theodolites. slyly ironic packages boost. carefully unusual requests along
34759,Customer#000034759,8UEDxAAnhWSd,0,10-749-771-3865,7800.24,HOUSEHOLD,"ven, special theodolites according to the blithely regu"
45973,Customer#000045973,",Hb,zWqhqAq",0,10-526-674-3515,-822.09,MACHINERY,"ss accounts sleep. final, silent hockey players dazzle. carefully special deposits sleep. even packages ac"
42388,Customer#000042388,GROXdyKolsgYBkPwps2gOXDKMRnQ,0,10-649-604-7670,4789.71,MACHINERY,lve fluffily slyly final deposits. furiously final accounts use alongside of the bl
35342,Customer#000035342,",RbNGWLj88lziZYErWUL1d",0,10-569-115-5904,2299.49,MACHINERY,alongside of the requests. fluffily even packages b
28801,Customer#000028801,"gzaJathIkxsk,X4Wb",0,10-781-833-9653,1573.40,MACHINERY,"ly regular deposits across the careful, unusual foxes wake fluffily according to the carefully express foxes."
41498,Customer#000041498,"DvHB6DbzJrZF0ptvQg,ig0auzW",0,10-814-522-5467,683.69,AUTOMOBILE,the carefully express ideas. dugouts are slyly. blithely final requests wake across the furiously sl
51447,Customer#000051447,"dNgS4CVIocAFR1KsP Vf7,2rvs4aI",0,10-669-891-1923,8675.85,BUILDING,he requests are quickly ironic platelets. courts wake above the furious
29122,Customer#000029122,"CV7sNETIySE5Q,YAaqe5Z1eUaQjAjTxOUFuKq6Nk",0,10-171-168-5980,9710.42,MACHINERY,thlessly bold courts. slyly even instructions eat carefully around the blithely regular
30679,Customer#000030679,RoASOJLsW97hXYq0RIt0mPWMWLPJ,0,10-996-622-7003,8742.26,HOUSEHOLD,osits. blithely regular deposits wake slyly above the furiously ironi
27124,Customer#000027124,XeqQVZz8Xv1IsHDwJJ,0,10-522-316-6524,3408.31,HOUSEHOLD,quick pinto beans: furiously special sheaves about t
43517,Customer#000043517,L9ozjMY rK El8OzilIi75RMZ,0,10-592-958-1438,7053.82,HOUSEHOLD,"aggle blithely; bravely even platelets against the carefully regular excuses cajole regular,"
42433,Customer#000042433,"K0nxpq Zx7HL6RGu9rEd,Y",0,10-501-705-1248,9538.24,AUTOMOBILE,telets! slyly ironic packages nag quickly slyly unusual asym
46730,Customer#000046730,"8JYGRuwptjVasldqtNoU,56GsCnad",0,10-739-501-4503,1372.32,FURNITURE,e unusual accounts nag slyly along the blithely regular deposits. quickly final exc
51243,Customer#000051243,GfVVdaWAlECghqAWStFlOc5b3jDx2j2,0,10-435-994-9033,7125.01,AUTOMOBILE,uests are. slyly bold packages sleep furiously. dependencies play to the blithely special reques
44195,Customer#000044195,5m9y7d734o0lndfBb8EZ,0,10-917-208-2548,5744.31,AUTOMOBILE,"l, pending dugouts wake permanently alongside of the quickly pending accounts? express, ir"
34716,Customer#000034716,bhk8FRND2JMqYBRjzYaMSLYEQ0zCqvSel77xlI,0,10-308-961-1288,9201.02,MACHINERY,bold accounts boost quickly against the blithely unusual theodolit
26372,Customer#000026372,d4KmuBEQx O1YfNTryzWI24DMXpxYf1UwfArWp6d,0,10-142-357-1818,7191.67,MACHINERY,lyly permanent excuses wake. quickly even r
32496,Customer#000032496,"Z4xsEx7vN,oCH9ztknz7 kT0oVCu6f2c0kJEU",0,10-305-913-8006,1679.95,BUILDING,s are. carefully pending packages coul
33705,Customer#000033705,"pfY,Gd5kGD5ExB6jFDcKPYT9",0,10-786-709-1672,6027.63,AUTOMOBILE,ackages maintain fluffily. furiously even pearls after the carefully regular accounts
33340,Customer#000033340,11LMn6rpT9DlosUXImWbsUQagE2WffGQJpuZBdrS,0,10-631-911-8039,4261.54,AUTOMOBILE,ccounts. furiously final packages mold along the even deposits. foxes are above the bravely bold requests. pen
43622,Customer#000043622,g7pECO8Z1CziQ R0ipB2,0,10-569-969-5571,9028.31,AUTOMOBILE,ep fluffily regular accounts. fluffily enticing requests after the blithely ironic excuses are carefully stealthy
46813,Customer#000046813,"NsOoph,9K0h41DvY96L5oSrwpn",0,10-121-803-1032,2340.93,MACHINERY,"ously carefully even grouches. regular, special accounts against the caref"
47670,Customer#000047670,1kcBAtsrGgiv9PXsEQCyOWjUbczVxSEfH,0,10-293-658-9557,4648.26,MACHINERY,e ruthlessly regular courts. asymptotes above the id
50394,Customer#000050394,ibE4dcTdpZJgsbgWYDFHjEsHMXr,0,10-449-847-3846,6222.98,FURNITURE,"ajole fluffily special accounts. bold, silent pearls wake slyly ac"
27731,Customer#000027731,311lpwGTYton KBPGQ,0,10-172-720-8318,2694.07,HOUSEHOLD,xcuses boost. slyly unusual foxes are. ironically special accounts amon
28017,Customer#000028017,qROkUSkiX7d1wLDgdrDoHgM0wUdi8F 3WCAQHz5,0,10-771-455-1659,7548.21,MACHINERY,unts are slowly after the bold packages. carefully
50143,Customer#000050143,"S2usmZwYleCgpdEI,l",0,10-445-340-8605,9478.44,MACHINERY,detect bravely furiously silent deposits! excuses nag furiously. dogged pack
50890,Customer#000050890,SVtGyo5bZ4eAHgzA,0,10-434-550-4731,2568.74,MACHINERY,"ckly ironic deposits. silent ideas haggle after the carefully slow accounts. special accounts among the final, regu"
40988,Customer#000040988,EDEGAHIH2FMghHFa89EfAjUrYjk4BDhmGS qfxo,0,10-430-732-9556,4763.19,AUTOMOBILE,have to print bravely final accounts. blithely regular platelets sleep carefully
45486,Customer#000045486,ZteFannuYmx15MEwjgunn,0,10-335-290-9155,-193.25,HOUSEHOLD,ter the furiously final pinto beans nag slyly final deposits. furiously final the
47923,Customer#000047923,"nhVeHa3yD,mRF5IC  SGuk9",0,10-910-902-3769,6284.67,BUILDING,egular accounts wake carefully bold asymptotes. quickly even requests hag
48185,Customer#000048185,SEww0hDevp3RHVn,0,10-833-508-5901,7064.19,BUILDING,y bold asymptotes sleep slyly final deposits. carefully final ideas use. final deposits cajole quickly. reque
33315,Customer#000033315,"Ttjr74E8ljOYlgji0mTDz7zq sXfXSf96,JXrw",0,10-167-614-8793,9479.07,HOUSEHOLD,"long the slyly ironic deposits haggle slyly according to the bold, ironic"
40937,Customer#000040937,EOeFwpgomNX,0,10-464-813-4214,5601.06,BUILDING,iously final platelets. furiously regular theodolites impress regularly special deposits. pending depe
41977,Customer#000041977,M0wxFPnDt3cp1lq2hXw6iJqNPZxK7 BC,0,10-609-811-9555,2291.37,HOUSEHOLD,quickly bold asymptotes engage blithely about the special asymptotes. carefully regular asymptot
28579,Customer#000028579,0 tSWeLmPxCJf3XGWonTg6sk,0,10-219-400-7928,3489.35,BUILDING,". regular, ironic packages wake slyly final, express deposits. blithely regular accounts haggle furiously above the"
42100,Customer#000042100,",FS4BehTS89,IpaezsWCa0 6HZlyoKIFRykZN42d",0,10-303-222-2834,2711.70,BUILDING,to the quickly ironic dolphins. ironic multipliers
48687,Customer#000048687,M7JKsycTTS5 yIUagLfBYUv8ONCGNXBMptxdLGrL,0,10-607-677-5913,7903.07,HOUSEHOLD,among the slyly express instructions? blithely ironic asymptotes mold
42050,Customer#000042050,qJkgMBfBNQeK8pVKRA5vPE5oQV0CP8RarMKk6V,0,10-239-659-7167,4551.54,AUTOMOBILE,"ructions. even, final theodolites sleep quickly final"
47786,Customer#000047786,"z17zdQBA9,gzQNJtrWcDSGAarE",0,10-931-768-6227,7335.46,HOUSEHOLD,blithely final accounts nag silently regular requests. bold pinto beans detect evenly furiously final pi
43984,Customer#000043984,YWWzuAbXgKWW1H9fg,0,10-132-412-2298,2056.31,HOUSEHOLD,quickly across the carefully bold accounts-- slyly regular accounts cajole slyly specia
35300,Customer#000035300,"u3tADgbUL3brSRsCt,kcM2SAsW5PpqxTWZLk3Rvv",0,10-785-711-1076,6793.16,HOUSEHOLD,"requests run final, pending dependencies. furiously brave requests cajole. packages cajole. bold pin"
39715,Customer#000039715,"HFQhp5Rp r0d5,Pq oKxME,syg6L",0,10-395-127-8185,1480.79,HOUSEHOLD,ructions. final theodolites sleep across the even packages. realms cajole carefully. furiously express foxes mold
32587,Customer#000032587,"XYa,5gtbpgNKF",0,10-976-623-7916,-638.91,FURNITURE,ages. regular epitaphs detect deposits. accounts wake blithely. fluffily final asymptotes haggle agains
47360,Customer#000047360,"OLFYWOoPD,mTrlTp6Cc5jjWKN646Z7Jgr",0,10-123-907-7577,654.95,AUTOMOBILE,yly pending accounts detect slyly quickly unusual deposits
40523,Customer#000040523,iyfHBLILzH4IWdzpVQUvpUSXeCKZVjmg7OA,0,10-908-561-4362,7964.31,MACHINERY,"e unusual dependencies; slyly ironic deposits are blithely after the final, silent packages! careful"
27577,Customer#000027577,"30II87vz4qamW2ymrPJJH7R99,,",0,10-574-560-3283,1079.81,AUTOMOBILE,ly express foxes cajole blithely. sometimes final packag
34456,Customer#000034456,"ygkM27j,Z z",0,10-154-126-7516,5024.68,MACHINERY,"efully up the fluffily express packages. ironic, ironic instructions across the blithely pending instr"
31443,Customer#000031443,ZdgunE13Q9S6yI9R,0,10-864-309-9497,7627.43,HOUSEHOLD,"ons haggle against the unusual theodolites. fluffily even realms wake carefully. regular, pending fo"
49243,Customer#000049243,vZ7kMMwEVrRpqG60,0,10-655-210-6903,2651.88,MACHINERY,y furiously bold platelets. unusual instructions integrate. ironic theodolites haggle along the slyly ironic pack
49246,Customer#000049246,"5,mbWaLe1 Ho79,49 NN2r5MXBzY6Z,8cfm",0,10-850-807-1022,9307.44,MACHINERY,to beans. busily regular theodolites are slyly above the enticing accounts. caref
45150,Customer#000045150,wuyQRIiSLACMf83A,0,10-108-912-5333,9442.58,HOUSEHOLD,regular packages are for the silent theodolites. accounts mold fluffily silent pinto beans. furiously fi
32674,Customer#000032674,4Phcf0vWpxfV8kw9TOK8,0,10-971-934-9082,8377.72,HOUSEHOLD,"regular instructions maintain regular, ironic frets. furiously final asymptotes according to the ir"
29852,Customer#000029852,PMQ1miQDhY51ZUynccdA3Q0YFF,0,10-596-567-6994,8898.91,FURNITURE,e furiously final deposits cajole blithely final packages. furiously
48103,Customer#000048103,PEnzVe8zouhc0M0E,0,10-197-936-3997,4686.03,BUILDING,nod carefully requests. furiously pending foxes a
50913,Customer#000050913,"YzAB54I0ioYzTRxmFD,jQ",0,10-228-164-2673,1259.33,FURNITURE,regular packages. fluffily final accoun
49477,Customer#000049477,xcZPJUa8UodGwg2g KPYjxoSAFbd8OcD,0,10-417-610-9303,3061.93,FURNITURE,quickly after the slyly regular requests. carefully bold theodolites nod blithe
47044,Customer#000047044,k4XuUQigLGuK,0,10-308-950-4575,8414.16,AUTOMOBILE,lithely blithely ironic accounts. iro
35599,Customer#000035599,iLUxhECP5u8SiYaLA6,0,10-883-587-6769,164.79,BUILDING,ickly about the final foxes. requests use fluffily slyly ironic a
43840,Customer#000043840,mabCHEK8 zmVjPBLOYoO5AufxY4qCCRU7MtHd,0,10-559-594-8220,2762.29,HOUSEHOLD,"d, pending deposits. finally special instruc"
32133,Customer#000032133,wJBSSQ4YqGNcXsOr1Z4Q33CWGF,0,10-864-999-7070,5989.17,MACHINERY,egular deposits. blithely pending dep
43129,Customer#000043129,ZqNPKjG5AfgCGQkVZcgt,0,10-193-708-1390,3479.58,MACHINERY,y even ideas wake. furiously ironic warhorses across the blithely even sentiments wake furiously according to th
31745,Customer#000031745,"S7KE4t,PlHmL2foQf sm3iSNC",0,10-230-348-5879,4944.36,HOUSEHOLD,ding requests. packages use sly
46003,Customer#000046003,nN2UxgTQabo55bc0P2 M5bzuL,0,10-484-208-3780,6517.05,HOUSEHOLD,tes wake blithely. final dependencies cajole. car
37431,Customer#000037431,QY2Xiz9SJmGMFkHyCnICUvdl,0,10-632-199-8867,2430.23,MACHINERY,fluffily ironic accounts hag
47628,Customer#000047628,23306W7dwRv3rm3a2H,0,10-448-658-7624,1082.94,AUTOMOBILE,"cajole carefully unusual, regular deposits. quickly final requests boost quickly across the pac"
49407,Customer#000049407,"7giBm2613wnNjkThBdot2LTq1QsbIWwp,plP7",0,10-621-883-3412,6018.53,AUTOMOBILE,ts boost furiously instructions. fluffily bold packages ought to sleep carefully. epitaphs nag. iron
37387,Customer#000037387,1WQoFinsTxTRywIc6TxYgPwibCESC,0,10-733-938-5073,5448.22,FURNITURE,"st slyly ironic, silent foxes. carefully express packag"
38318,Customer#000038318,"i1P0VpeVsGNpmZPz,9Ixc2erpTat",0,10-226-478-7716,7427.99,AUTOMOBILE,structions are slyly dolphins. special deposits sublate furiously against the carefully sly instru
33075,Customer#000033075,",skrZbx7oTMXlu",0,10-218-229-6012,5520.64,FURNITURE,kages are fluffily pending theodolites. bold pac
30624,Customer#000030624,pOP0OBfzFtJ,0,10-634-376-1300,191.16,HOUSEHOLD,y carefully pending requests-- even requests wake. pending dept
45696,Customer#000045696,STmH9O0FJvTeRqlMXVnYvyGUkbv,0,10-521-202-3850,7209.67,MACHINERY,"inal accounts nag slyly among the final requests. even, unusual theodolites across the slyly"
42270,Customer#000042270,"mT28md0nHq56OcS0U0Z1LKRr4LDM5KhK1Jlk,vaF",0,10-615-868-4823,633.20,HOUSEHOLD,players use carefully carefully regular foxes. quickly regular pinto beans haggle. quic
48813,Customer#000048813,xxyRfuNh ZTutWbl0rW1KQOL9db YwMCVBK,0,10-713-486-7640,3070.38,FURNITURE,telets grow quickly. carefully regular accounts above the regular reque
34951,Customer#000034951,25aClYQG7uGw,0,10-489-177-6845,-676.65,MACHINERY,en pinto beans are blithely carefully pending foxes. blithely even theo
27461,Customer#000027461,3H8iqtVACguPnldmaiyCWxnfsj0aH7L6gSsbvrBM,0,10-623-330-4422,4559.85,HOUSEHOLD,oost slyly regular asymptotes. instructions after the slyly pending deposits use after the furiously f
33463,Customer#000033463,REWDL61C9dmBeAm9,0,10-460-340-1566,7175.03,MACHINERY,the blithely regular requests. ironic sauternes after the sheaves haggle according to the
28775,Customer#000028775,"NFt4Do,cbHYem0NuoLeU6tC3iqP7",0,10-685-275-8845,4550.14,HOUSEHOLD,ronic dolphins are blithely above the fu
36173,Customer#000036173,dU TMZCEw0y8YiZW,0,10-115-666-6607,1551.08,BUILDING,ng the bold deposits. foxes wake dogged packages. slyly express deposits sleep slyly even ideas. exp
51191,Customer#000051191,7xuDiUk5B3P8K06JoMqGPIhv3zRjAa,0,10-718-537-9723,4188.24,BUILDING,. quickly regular accounts cajole quickly regular deposits. sometimes bold courts across the accounts wa
38985,Customer#000038985,Wz7wRu7FxHlKeWVpEJro4jRRpcM6IipEtc3vC,0,10-378-688-7316,7869.51,MACHINERY,p the blithely special packages. slyly final pinto beans do boost. requests u
39946,Customer#000039946,iCOCn9lfzmamQe0Zl9rSUSANUI9R,0,10-920-254-9650,2058.25,HOUSEHOLD,dencies use slyly unusual pinto beans. permanently bold excuses across the f
42186,Customer#000042186,Xi1fzgchtYfQAdhamY98yE3dKZUcUdHu7HD,0,10-956-895-6324,311.74,HOUSEHOLD,onically about the evenly final instructions. bold foxes engage. blithely even packages nag blithely re
43860,Customer#000043860,IgpFGIKLfa9 Y9M2pt6K Ung9lE9PF2r1hAoOw,0,10-134-669-5127,3811.87,MACHINERY,yly regular notornis. special accounts across the unusu
33004,Customer#000033004,SN7KnWRWCnPEgoT47,0,10-194-732-5484,114.26,AUTOMOBILE,s are slyly slyly ironic deposits. special accounts haggle furiousl
41103,Customer#000041103,", r2CTAaoK2Ov5OrPfxDiJe1Omur18",0,10-542-829-2873,5489.26,AUTOMOBILE,jole blithely according to the regula
50914,Customer#000050914,CPyvSksAMXA1Jv1kruKLU1mv3Bz8isU,0,10-871-195-8823,-541.26,HOUSEHOLD,c requests. final requests after the carefully dogged pinto
27178,Customer#000027178,Y7FhLW3edI6hACFOiGG0cdjRd8wDI,0,10-482-191-7807,20.88,HOUSEHOLD,slyly carefully express requests: care
32706,Customer#000032706,1jbbnSnI3T,0,10-987-872-9301,948.03,MACHINERY,"y enticing packages. pending, regular requests sleep blithely except the quickly even dolphins. slyly unus"
