C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
7673,Customer#000007673,nyMgsIXP0UOWJg8ro,0,10-735-933-8462,9541.65,BUILDING,pinto beans cajole blithely regu
19173,Customer#000019173,"1lOQ6m4iVqkxMu,8azuFJeSyXY",0,10-793-520-7121,2232.36,HOUSEHOLD,requests haggle quietly. silent frays detect. dogged depths against the even courts use slyly express packa
14844,Customer#000014844,yLIc6QRv4QT1S9LDTciIHBCQ6f,0,10-141-789-2320,8643.94,BUILDING,above the blithely even excuses wake around the pending requests. silent requests boost bravely
13564,Customer#000013564,9Niyk1YENUA1kCA7yCWRG9JayIVFt,0,10-683-452-8528,700.50,FURNITURE,slyly regular dependencies lose slyly special deposits? slyly regular requests w
17729,Customer#000017729,"sE20xuTeShDKdA,yLlX5",0,10-966-131-9242,2411.30,MACHINERY,he quickly final attainments use blit
21023,Customer#000021023,H6rrMWJTFohSDoBPs8jgQU,0,10-751-581-6625,7963.22,MACHINERY,thely carefully final packages. bold frays integrate furiously furiously blith
17558,Customer#000017558,0lpmPOnnlAorEHdskiO,0,10-216-826-1325,5250.24,HOUSEHOLD,ainst the final foxes use quickly blithely even ideas. furiously special dep
23442,Customer#000023442,vlZYRoIWXcBd5 l6vOkRPcFshcc9eYkqtf,0,10-489-601-3219,7807.22,MACHINERY,y. slyly regular foxes ought to wake carefully carefully express dolphins. slyly ironic acco
23540,Customer#000023540,a1JNIL3Miy0NchJDUtOBH37Mlb1oPj4lqfvfa,0,10-501-853-5915,-976.38,MACHINERY,eas. fluffily express platelets use furiously carefully unusual dependencies. furiously ironic do
16413,Customer#000016413,acm5MwSh6OKm3ZQM,0,10-207-117-4453,3687.40,HOUSEHOLD,kly ironic requests about the fluffily even deposits sleep quickly
4349,Customer#000004349,Wayt5 guTeTQbigXvIznjK,0,10-578-486-8531,2709.94,MACHINERY,"ithely. regular, regular dependencies us"
23310,Customer#000023310,c GXkHKDkbLv1ooFxQLcvOnTHoCeO72p23uh,0,10-999-738-9134,4303.99,MACHINERY,"deas play slyly above the ruthless, eve"
687,Customer#000000687,irzXWFbhWqzRat2MvRcVGIdW,0,10-149-119-1456,4999.31,FURNITURE,special packages haggle carefully slyly ironic pinto beans. sl
8432,Customer#000008432,TaPq5EXfV4MUWMsjCWEY,0,10-582-302-1323,-506.05,BUILDING,ic pinto beans cajole carefully. slyly even plat
7110,Customer#000007110,GwcLi5skAJ1Zmqa,0,10-524-784-1671,9284.65,FURNITURE,sleep after the pinto beans. fluffy waters use furiously. express deposits detect across the furiousl
22469,Customer#000022469,i7uOHjt7E0jzqA,0,10-371-252-5625,-603.18,FURNITURE,s. furiously final requests sublate deposits-- carefully regular accounts use carefully even tithes. doggedl
5595,Customer#000005595,GGMsxfC0Wb0BWtQ,0,10-642-323-5730,8676.27,HOUSEHOLD,s detect. regular forges according to the furiously final foxes wake
482,Customer#000000482,RrnykLDfTc5,0,10-732-448-1610,4333.37,HOUSEHOLD,carefully bold instructions. carefully final instructions wake carefully accounts. accounts cajole slyly ironic acc
20896,Customer#000020896,2CU6o5EQ2XEkP,0,10-505-908-7076,4585.81,HOUSEHOLD,requests. special requests above the packages wake blithely regular accounts. quickly dogged packages doze careful
25260,Customer#000025260,cm0m5GIZPlHwa1cbocK5bUt,0,10-439-705-7342,297.64,FURNITURE,"e boldly. pending, even courts along the slyly unusual pains cajole blithely along the packages. blithely bold ideas"
2726,Customer#000002726,"kHk9no ,oh0WCtVEMRuUDTA2m",0,10-585-972-9188,4754.30,BUILDING,pliers after the blithely thin deposits wake fluffily against the furiously special
22188,Customer#000022188,N5OEGKzNCIEy3eH7hW3vpZ610,0,10-246-521-1142,-767.41,AUTOMOBILE,"pending requests wake slyly packages. unusual accounts use. unusual, unusua"
2598,Customer#000002598,6n9wXcudVt5oK,0,10-309-456-1719,7444.10,BUILDING,posits use carefully quickly express packages. even platelets boost carefully pinto beans. car
23683,Customer#000023683,mjzg3OUFBK9rIckDZLHlBz,0,10-568-554-9962,3239.15,HOUSEHOLD,"uickly. furiously ironic dependencies play. slyly ironic accounts kindle fluffily. special, regular"
21425,Customer#000021425,gnhmm0iIENkvfNBu9C1kM7,0,10-806-982-3716,8677.62,HOUSEHOLD,lar deposits. carefully pending deposits al
7992,Customer#000007992,2flToF2rgMn5mIfEPl2dsiMLxKQtveMw6lEnQ,0,10-340-369-1915,1721.32,BUILDING,"riously regular deposits nag carefully. ironic theodolites boost blithely among the final, sp"
13386,Customer#000013386,"ybCvEgs2FHM26CjORZz,U6Bf2Kwn",0,10-558-246-6409,54.21,MACHINERY,"lar, ironic packages doze slowly bl"
7671,Customer#000007671,akSCcpxaKT2q4PEIlfMDMHbOqzGn5SKuF,0,10-368-918-9203,5504.76,BUILDING,ackages above the ironic requests wake blithely according to the even dependencies. quickly special foxes haggle
11756,Customer#000011756,5yLc31f1tbwwaKMgmsLoXKj pJBgZdqjB,0,10-872-431-4607,8951.32,MACHINERY,furiously carefully express pinto beans. slyly quick foxes wake slyly ironic pinto beans. pending packa
44,Customer#000000044,LUACbO0viaAv6eXOAebryDB xjVst,0,10-190-260-5375,7315.94,AUTOMOBILE,"r requests around the unusual, bold a"
21162,Customer#000021162,9Ao7vJnZ7cC65c2YH8gNZFktGElv,0,10-755-461-5452,502.36,FURNITURE,le among the quickly final courts. stealthy requests use quickly qui
14413,Customer#000014413,"rzuLTCTCC2y8,qO",0,10-914-455-7916,2175.16,MACHINERY,"the express, regular instructions. slyly fina"
17563,Customer#000017563,"SbM7Ykfv53egHemRRl7HPNNXW5FWZp4UA tw,",0,10-132-701-9603,696.23,BUILDING,ackages cajole. fluffily unusual instructions grow slyly f
15720,Customer#000015720,",5f3X,nFLQpc08Z6NOFCsgA4rktZjg3a0SID",0,10-528-180-2898,147.16,AUTOMOBILE,"ove the blithely even excuses boost across the regular, regular pinto beans. quickly ironic accoun"
8157,Customer#000008157,Vv I7T4QbgKDfviZIe3ba88eY6Mj,0,10-500-388-1385,5193.82,HOUSEHOLD,ual accounts. slyly regular deposits cajole. fluffil
19325,Customer#000019325,WDiIaDLRUWGcprmWqdROJvm,0,10-588-612-9617,8054.29,FURNITURE,final requests along the even packages haggle slyly around the pinto beans. carefully ir
17724,Customer#000017724,4PwPfBz6lCztHHm,0,10-431-154-6071,5261.45,BUILDING,s after the final deposits are alongside of the regular instructi
13304,Customer#000013304,WGajf3KirNH,0,10-489-575-5582,2261.64,HOUSEHOLD,slowly ironic accounts cajole above the even ideas. instructions hang express instructio
12767,Customer#000012767,"0NC,YBmUCe Ho6",0,10-340-605-1080,6424.17,BUILDING,onic requests wake bold foxes. slyly ironic accounts grow furiousl
902,Customer#000000902,oCIwbXzYFWH,0,10-209-883-5797,5858.48,AUTOMOBILE,sometimes regular epitaphs. furiously regular gifts against
21148,Customer#000021148,JEIORcsBp6RpLYH 9gNdDyWJ,0,10-874-387-1408,-28.40,FURNITURE,l ideas. accounts detect quickly. blithe
1211,Customer#000001211,fxgIoyp6dlWnpbzQboP5Xj8WY0FE3OtbkL35,0,10-280-785-7324,4723.37,HOUSEHOLD,posits. packages affix carefully after the carefully
23096,Customer#000023096,bODbM0Hj7CY073LaK8C0LAjCAPB,0,10-157-989-3364,2500.59,BUILDING,"s dependencies haggle carefully. express, silent ideas against the carefully bold reque"
24794,Customer#000024794,xaTne0Sduw1tz9veJnY,0,10-793-535-2996,4331.64,HOUSEHOLD,"ffily ironic instructions. ironic, final requests wake along the carefully"
15435,Customer#000015435,eaa FgOZCYUE4teNe,0,10-528-958-7263,3310.72,AUTOMOBILE,w excuses. blithely ironic packages above the quickly bold requests sleep quic
14331,Customer#000014331,"AwTpH3EL61OhEfmri,wBTTWbxCS",0,10-331-496-2330,7793.06,HOUSEHOLD,y ironic platelets. slyly regular theodolites wake blithely. furiously brave theodolites sleep
24219,Customer#000024219,ZLa4mtgZBwZGfCq5q,0,10-933-804-9373,4227.44,HOUSEHOLD,ts shall have to nod along the express theodolites-- express requests use furiousl
7139,Customer#000007139,RyWMn6YSbUoxajtsu1LjiLujDnmoMjinmMcTeV,0,10-119-303-6505,3340.24,MACHINERY,rbits are slyly instructions. silent packages haggle among the quickly regular account
17126,Customer#000017126,MQ94e7I2P whjNu4zlzGc2DK,0,10-953-537-7675,4204.96,FURNITURE,across the quickly pending deposits. carefully pen
