C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
32535,Customer#000032535,90s21kVB7C9CqWZjFs9AcE 5kfPVp3,0,10-126-546-7249,7619.15,BUILDING,quickly quickly regular ideas. express pa
50230,Customer#000050230,duYWbPU2cKVwpe4qxcexIOnVm8q92WHwGPLH,0,10-837-441-5877,986.17,HOUSEHOLD,eas cajole furiously. slyly final dependencies haggle blithely. furiously pending
27721,Customer#000027721,"Nju,xCJpLzx6sP",0,10-745-632-8566,6854.35,MACHINERY,al decoys among the slyly ironic foxes wake even deposits. slyly bold hockey playe
29917,Customer#000029917,KiRQlRqJ4LfVaVDN9,0,10-711-285-5391,2916.43,HOUSEHOLD,fully idle ideas. furiously sile
32081,Customer#000032081,"L w1RO ih6mjU BYZ34zw66N,4Yk",0,10-223-580-6920,4390.20,AUTOMOBILE,"l orbits. ironic, ironic instructions b"
37567,Customer#000037567,whNgTlnf20,0,10-436-435-9497,9613.69,AUTOMOBILE,es. quickly regular packages are careful
25879,Customer#000025879,O7ZLC4IJ9IubU7motM,0,10-643-993-9733,588.12,FURNITURE,the carefully express instructions. furiously daring dolphins cajole furiously against the un
40348,Customer#000040348,bX6QAJOwMtxGFuQfe7q8OfCu,0,10-516-936-5068,-702.95,AUTOMOBILE,"bove the dolphins integrate across the final, final depende"
40303,Customer#000040303,NoMw3oRw9jCXA,0,10-348-649-4081,6743.72,MACHINERY,efully careful packages. stealthily silent requests x-ray fluffily regular theodolites. fluffily ironic
47889,Customer#000047889,4KovFknJooWO,0,10-378-738-9676,1851.99,AUTOMOBILE,ackages. slyly pending requests al
32595,Customer#000032595,"dhipxp,AcF",0,10-259-697-9704,2738.04,MACHINERY,"ronic gifts. ironic, unusual deposits sleep despite the express, express Tiresias. ironic requests haggle slyly am"
32041,Customer#000032041,X1Bndp834KcSdigremRvwi 6,0,10-552-193-3229,4693.57,MACHINERY,dependencies. regular packages cajole above the quickly regular platelets; grouches integra
50025,Customer#000050025,mYHVX6mxPr8PIwYNrjvqenxDiaYkhf8,0,10-295-302-3614,9319.52,BUILDING,ggle. slyly regular platelets haggle quickly. busily regular accounts sleep car
43281,Customer#000043281,4tUE mdZJR6RviE,0,10-882-129-6665,654.35,MACHINERY,l theodolites are blithely deposits. quic
37765,Customer#000037765,"E,0mVps8vGRWkyXPqKCqIYBlVxAjG0USs HTMoqo",0,10-613-929-1801,1883.84,FURNITURE,quickly special requests wake. blithely ironic realms sleep. furiously silent packages are.
37759,Customer#000037759,RHwUqOcvVP2bnnGUfh64R6yra1xMp43ghqcHm9,0,10-611-722-8819,5919.60,FURNITURE,lent pinto beans. slyly final accounts cajole furiously fluffily special
50601,Customer#000050601,SoQgb1 fPMx,0,10-506-227-8895,6366.40,AUTOMOBILE,"bove the carefully unusual accounts. final, brave requests promise furiously around the carefully final requ"
38865,Customer#000038865,rNZGzomFQNlqn4Fwg0wwT2HzPFDB38QVXmFB4,0,10-355-289-6685,9831.25,FURNITURE,sleep blithely pending packages. decoys cajole fluffily about the blithely even theodo
46093,Customer#000046093,5KGya5pkbqav2oicq0QBGhsZE,0,10-332-400-4557,-424.82,MACHINERY,posits are furiously. silent accou
50212,Customer#000050212,"MULrv3Lg7PtbU,uGA",0,10-266-232-4349,3529.43,HOUSEHOLD,ess pinto beans haggle slyly across the regular packages. carefully express requests are fluffily. slyly regular
38308,Customer#000038308,ehNadgb6nbMFNmuyxUjO,0,10-342-546-9380,7866.34,HOUSEHOLD,slyly. carefully unusual accounts cajole blithely; slyly pending instructions mold furiously.
43010,Customer#000043010,bCGq8G7VNmGoOXiNCiqtxPbgzQ7,0,10-433-676-2453,9459.48,BUILDING,ing requests are slyly final pinto beans: bravely silent requests breach slyly amo
30398,Customer#000030398,2LHjhsYSccwmzW8eUA0f2Cjv v2Hmpk8Y6lU,0,10-729-358-3905,8953.30,BUILDING,"lar, even asymptotes. even theodolites run quickly after the furiously ironic dolphins. permanent pinto beans caj"
51426,Customer#000051426,"jv6cAA,3XcO GXLVF9nfhZuH8BIIUp08vj3vWG",0,10-346-329-9095,-918.68,FURNITURE,foxes boost quickly blithely special pinto beans. blithely final accounts nod. blithely unusual
33714,Customer#000033714,Mlxi IVnMWLRT,0,10-698-181-4496,1543.26,BUILDING,"low accounts. slyly unusual packages poach slyly. express, even accounts use furiously along the c"
36728,Customer#000036728,"Q8Rc,nh6t6ZTRp3ayBtWOB",0,10-963-963-8800,5004.69,AUTOMOBILE,special notornis. carefully fluffy pinto beans grow above the un
28560,Customer#000028560,HU9JDLu9FLNKEvc,0,10-916-552-3902,5901.76,HOUSEHOLD,blithely even foxes believe across the ruthless dependencies. frays are blithely regular waters. furiously expres
34914,Customer#000034914,"REIC9mP56sLOOx3c6pHzg,BNukWDs",0,10-561-200-6373,4646.20,AUTOMOBILE,"r foxes sleep carefully. unusual, silent braids boost asy"
51564,Customer#000051564,hiakkKk1pV9SGF0 qr 9ZLorYdxx4zAxlZTQEy6,0,10-716-724-8615,6980.78,HOUSEHOLD,ross the furiously silent packages. furiously express dependencies above the final pi
41123,Customer#000041123,"zqkWMu07Jg,x8NXwtiuhLrY1E",0,10-283-955-5613,1136.19,BUILDING,ts haggle carefully after the special packages. slyly sile
35267,Customer#000035267,coUN714YU6,0,10-752-107-9545,9281.39,MACHINERY,old frets after the unusual requests cajole quickly about the fluffily even deposi
29668,Customer#000029668,lSeNomrytKvcVWQY8yK7tkpJjRL8WXjGgVdPzoMZ,0,10-281-229-3398,2559.05,BUILDING,packages sleep across the carefully express courts. special excuses cajole blithely. fur
44241,Customer#000044241,G5N6RC7IbKZH,0,10-523-351-5834,3704.57,FURNITURE,ng deposits wake stealthily along the slyly regular dependencie
27213,Customer#000027213,Qm1riOqg1RkK,0,10-202-252-2542,4818.91,HOUSEHOLD,ockey players. quickly regular requests wake. final asymptotes ac
51023,Customer#000051023,DVJD3fvxTYwkfy6CEeA98hfFfIDoft7VCeO5,0,10-876-400-5707,9788.32,FURNITURE,ouches use express instructions. id
44395,Customer#000044395,qk8rnC AAltzII1UkSl,0,10-839-811-4021,6907.46,HOUSEHOLD,iresias maintain sometimes across the platele
50288,Customer#000050288,OV5ap6kgoEY1a woR36Sn6X,0,10-366-423-7006,2525.29,BUILDING,"final, regular dependencies. fur"
34560,Customer#000034560,lytb31XvURXn9NQC,0,10-221-961-7902,6650.20,BUILDING,s. deposits use blithely bold deposits-- quickl
28044,Customer#000028044,GOgXJeZLxj0Lv38WpN6,0,10-565-236-8804,9025.51,MACHINERY,excuses across the unusual theodolites sleep furiously according to the
50535,Customer#000050535,"d3uaud2opfe0ERgwTP9YGlxuvc9,",0,10-580-137-5376,3373.45,MACHINERY,dependencies. carefully ironic ideas sleep fluffily against the
