C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
5500,Customer#000005500,rluGqUoaGezWcQDwMBmGR,0,10-931-168-1559,8037.76,MACHINERY,"ckly pending instructions cajole slyly carefully bold pinto beans. regular, thin t"
21746,Customer#000021746,RpI9QnqrN8spzXNiIHOW,0,10-961-333-3043,7425.55,MACHINERY,ffy packages. furiously express packages detect blithely furiously regular accounts. accounts haggle. bravely final
17347,Customer#000017347,8ATwd0IpFRz4R3UOMxHw 4,0,10-987-905-6656,907.47,MACHINERY,ackages. blithely final theodolites
14783,Customer#000014783,j5ioQvCFPWlQBz3OxXFWVbdYaeXIhfAsvSQtw,0,10-937-220-7748,-986.15,MACHINERY,ully above the special accounts. asymptotes cajole quickly care
3815,Customer#000003815,jEGkhxpBhe63,0,10-968-870-7672,2887.99,FURNITURE,gside of the slyly special requests sleep q
15189,Customer#000015189,"R,weFXdrW9EoCDkJqPZQceiS3EN7iG",0,10-809-510-8803,267.87,AUTOMOBILE,"fully silent requests. even, ironic accounts are. deposits use into the flu"
15968,Customer#000015968,"N0OMJ9ChbnKoXYhd02Yxio2pyfyQ,s26J303PKYg",0,10-690-363-8771,7883.67,MACHINERY,accounts about the ironic requests cajole ruthlessly furiously express accounts. accounts are acr
25724,Customer#000025724,"b2haESCg,6g fBeq0S1tOw",0,10-304-197-8449,732.39,FURNITURE,s wake carefully after the carefully ironic accounts. carefully dari
7694,Customer#000007694,JJfKdWaPbNkHtMX,0,10-345-388-5985,879.65,MACHINERY,"ng quickly against the silent, final theodolites. blithely pending pinto beans cajole quickly fin"
1062,Customer#000001062,3LWzs8r5wwhhlL9MkAxOhRKgTvqj5RzJfIFF,0,10-207-600-8684,4709.92,HOUSEHOLD,ag. carefully regular asymptotes a
5584,Customer#000005584,bzvTcyM9A7ZzHEI99pQwzqJt,0,10-470-989-7125,-253.11,AUTOMOBILE,ts sleep furiously slyly pending pac
9417,Customer#000009417,q7et5s1SAXMlokVdGW3ZYueHV,0,10-599-392-9791,6543.74,AUTOMOBILE,iously special accounts wake across the quickly furious deposits. furiously ironic theod
4641,Customer#000004641,"GhgB ,VfXUZEaUX7fht8k5lpZV3BKIBb9PIz,0",0,10-884-903-4020,8453.27,AUTOMOBILE,ss requests sleep stealthily quickly final deposits. requests haggle slyly dolp
10980,Customer#000010980,",d2A5zz E04SJZ I0W3mpjPYve5dNyjwi9J",0,10-344-199-5769,5771.44,AUTOMOBILE,ch blithely. ironic foxes try to are. regular deposits grow. regular accounts haggle carefully even depths; unu
16268,Customer#000016268,"MmjIYSlYQ37zQ,esrj7ugd7,fYZ",0,10-739-800-6239,294.54,BUILDING,s. carefully regular pinto beans cajole blithely against the even courts. pl
