C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
42322,Customer#000042322,QROgWib1yWwnSyy5oWUMQD,0,10-634-548-2917,1224.27,MACHINERY,excuses unwind alongside of the carefully express foxes. fluffil
45271,Customer#000045271,"ivUt7,W3 XmmY5y4JQMaYG",0,10-788-161-4026,1124.25,BUILDING,gle carefully. deposits wake slyly accordin
49166,Customer#000049166,hSabKRJRhuKx6XyJZ1mlyaXxcQU,0,10-208-963-4527,8364.09,MACHINERY,ests. furiously unusual theodolites along the furi
48446,Customer#000048446,2MPKO6GS9kqniWG,0,10-435-765-9328,6079.10,HOUSEHOLD,l accounts affix carefully after the furiously even dependencies. slyly final pinto beans a
32175,Customer#000032175,oungqdzD40u LP0G0SZuuogwdH68JhTI,0,10-966-870-4009,4329.48,AUTOMOBILE,. quickly even excuses affix furiously furiously special packages. excuses sleep according to the evenly final r
36727,Customer#000036727,"q0XInVlbEwJJyxt0DnCjYX7I7o0k3rQiIV2,uEc7",0,10-329-290-6996,4085.74,FURNITURE,instructions. furiously express waters along the caref
35824,Customer#000035824,"qkodFR7kIvnLk,P8eAzxrov37DA4BAdQOZL7aot",0,10-364-777-8411,8562.51,BUILDING,arefully alongside of the fluffily bold packa
37919,Customer#000037919,1M6B3H1LVb,0,10-226-701-8727,2075.00,BUILDING,cording to the regular frets. slyly
31628,Customer#000031628,"dsn2uXgHp,mWjSOeN2i2CTdpg7DbdePseDCpB",0,10-834-126-7472,1551.62,MACHINERY,y: fluffily ironic accounts cajole even deposits. carefully ironic courts impre
38158,Customer#000038158,AF2AYiiUuab7JlSX7t0EpJewRMjTV9CRap,0,10-944-581-7404,9259.49,FURNITURE,"osits wake slyly silent excuses. bold, ironic deposits across the ironic, regular packages slee"
48330,Customer#000048330,"RMWpzmHwxv,hv",0,10-421-853-7100,8441.21,MACHINERY,nto beans. bold instructions haggle quickly at the slyly express courts. e
30279,Customer#000030279,CW7uxQXOPI1tFR7rZC6 fGTG7k,0,10-213-465-5072,8920.44,BUILDING,quests about the bold platelets cajole slyly never slow pinto beans. blithely un
45402,Customer#000045402,"LyX4G2Y6Sv,i231gt5",0,10-204-638-7160,655.22,AUTOMOBILE,ccounts integrate. slyly unusual accounts cajole carefully. furiously bold dep
34578,Customer#000034578,kbZG0jKalrnr9SjanHcS3MPl,0,10-782-307-6060,9764.28,HOUSEHOLD,"pending, bold packages sublate carefully around the blithely careful ideas. bold, bold requests thr"
40286,Customer#000040286,Z4Z1ibk7l3fo0Pt15rf4IbZfJ1NNi u,0,10-921-287-6334,5649.90,BUILDING,ng warthogs are. quickly even excuses cajole at the bravely pending accounts. furiously fina
44009,Customer#000044009,vTS9EJyfNvYrAf3eLbLMkf,0,10-346-919-3587,3433.38,FURNITURE,unusual foxes. carefully final ideas cajole
27377,Customer#000027377,J5hOhgkOcJfhaTzt0OgM9uU2N In2nBMVw,0,10-114-247-6160,5411.85,BUILDING,foxes wake against the carefully bold ideas. ruthlessl
47581,Customer#000047581,7aVfqQBOM7FMlCDkpw7OMTmcTzTieQWlY0YyK5,0,10-779-359-5617,8958.67,FURNITURE,xes. carefully ironic accounts against the slyly
30376,Customer#000030376,"76 ,MyW,vGGOEdwHsYtxcDSO2vBml38",0,10-769-756-8462,3838.44,FURNITURE,ly special pains haggle slyly among the blithely regular packages: slyly even platelets wake blithel
48615,Customer#000048615,"zsC1G0YRtQ6NaaP4FBlqbOJqvSa,S TUWI",0,10-160-235-6499,4698.41,MACHINERY,"ans. packages are carefully alongside of the close requests. even, regular deposits haggle blith"
33824,Customer#000033824,"sttu1vwpaBUSwLPo,N8LNju6mxpr1ZLx72E9lK6G",0,10-757-498-3592,9404.30,BUILDING,l deposits. blithely regular platelets along the special instructions impress according to the deposits. ironic
